TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20230504232238,85,3,44,-1,0,4,-1,60,0,0,-1
20230504232238,85,4,44,1,0,5,-1,60,0,0,0
20230504232332,85,1,20,-1,1,2,2,0,0,0,-1
20230505230504,80,4,24,8,1,3,3,0,0,0,0
20230505230562,80,1,49,-1,0,2,-1,60,0,0,-1
20230505230599,85,1,43,-1,0,2,-1,60,0,0,-1
20230505230852,80,2,49,-1,0,5,-1,60,0,0,-1
20230505230937,69,2,42,-1,0,5,-1,0,0,0,-1
20230505231102,85,4,24,2,1,2,2,0,0,0,0
20230505231250,85,4,33,10,0,3,-1,60,0,0,0
20230505231250,85,4,34,2,0,4,-1,60,0,0,0
20230505231276,85,4,34,5,0,2,-1,60,0,0,0
20230505231375,75,1,38,-1,0,3,-1,0,0,0,-1
20230505231498,74,4,38,3,0,3,-1,0,0,0,0
20230505231498,61,4,38,15,0,4,-1,0,0,0,0
20230505231672,78,4,20,1,1,2,2,0,0,0,0
20230505231711,78,3,33,-1,0,3,-1,0,0,0,-1
20230505231792,75,4,24,9,1,2,2,0,0,0,0
20230505231792,67,4,24,9,1,3,3,0,0,0,0
20230505231916,73,3,20,-1,1,2,2,0,0,0,-1
20230505231938,69,2,38,-1,0,3,-1,0,0,0,-1
20230505231981,80,4,43,10,0,3,-1,60,0,0,0
20230505232000,85,1,43,-1,0,3,-1,60,0,0,-1
20230505232000,80,4,43,2,0,4,-1,60,0,0,0
20230505232123,76,1,38,-1,0,2,-1,0,0,0,-1
20230505232138,78,4,24,10,1,2,2,0,0,0,0
20230505232138,62,4,24,10,1,3,3,0,0,0,0
20230505232138,80,4,26,13,1,4,4,0,0,0,0
20230505232158,80,1,33,-1,0,3,-1,60,0,0,-1
20230505232158,85,1,34,-1,0,4,-1,60,0,0,-1
20230505232189,69,4,20,7,1,2,2,0,0,0,0
20230604230065,80,4,24,4,1,2,2,0,0,0,0
20230604230118,75,2,47,-1,0,3,-1,0,0,0,-1
20230604230634,67,2,49,-1,0,3,-1,0,0,0,-1
20230604230824,80,3,39,-1,0,4,-1,60,0,0,-1
20230604230824,49,3,49,-1,0,5,-1,0,0,0,-1
20230604230881,69,2,39,-1,0,3,-1,0,0,0,-1
20230604230881,71,1,33,-1,0,4,-1,0,0,0,-1
20230604230881,73,1,34,-1,0,5,-1,0,0,0,-1
20230604231075,64,4,20,2,1,2,2,0,0,0,0
20230604231154,66,4,34,5,0,5,-1,0,0,0,0
20230604231216,71,3,25,-1,1,2,2,0,0,0,-1
20230604231346,85,4,39,2,0,3,-1,60,0,0,0
20230604231368,70,1,44,-1,0,5,-1,0,0,0,-1
20230604231459,61,1,37,-1,0,3,-1,0,0,0,-1
20230604231494,80,4,47,4,0,3,-1,60,0,0,0
20230604231632,80,4,20,2,1,2,2,0,0,0,0
20230604231637,73,3,33,-1,0,5,-1,0,0,0,-1
20230604231784,65,1,33,-1,0,5,-1,0,0,0,-1
20230604231784,68,1,34,-1,0,6,-1,0,0,0,-1
20230604231784,72,1,39,-1,0,7,-1,0,0,0,-1
20230604231784,75,1,40,-1,0,8,-1,0,0,0,-1
20230604231929,69,4,24,5,1,2,2,0,0,0,0
20230604231929,74,4,24,5,1,3,3,0,0,0,0
20230604231959,73,3,25,-1,1,7,7,0,0,0,-1
20230604231982,80,4,33,10,0,5,-1,60,0,0,0
20230604232074,80,4,24,3,1,2,2,0,0,0,0
20230604232096,50,4,33,17,0,4,-1,0,0,0,0
20230604232096,50,4,34,17,0,5,-1,0,0,0,0
20230604232096,85,1,47,-1,0,6,-1,60,0,0,-1
20230604232294,79,4,39,15,0,3,-1,0,0,0,0
20230604232294,78,4,40,15,0,4,-1,0,0,0,0
20230604232373,85,4,33,10,0,3,-1,0,0,0,0
20230605230043,85,4,33,2,0,2,-1,60,0,0,0
20230605230058,65,4,33,3,0,3,-1,0,0,0,0
20230605230296,80,4,47,2,0,5,-1,60,0,0,0
20230605230507,75,4,49,5,0,2,-1,0,0,0,0
20230605230508,79,3,37,-1,0,2,-1,0,0,0,-1
20230605230508,80,3,43,-1,0,3,-1,60,0,0,-1
20230605230514,80,1,33,-1,0,3,-1,0,0,0,-1
20230605230526,85,4,33,3,0,3,-1,60,0,0,0
20230605230539,85,4,33,5,0,3,-1,60,0,0,0
20230605230581,71,4,34,10,0,4,-1,0,0,0,0
20230605230586,80,1,20,-1,1,2,2,0,0,0,-1
20230605230591,85,4,24,11,1,2,2,0,0,0,0
20230605230591,49,4,22,2,1,3,3,0,0,0,42
20230605230600,61,2,38,-1,0,2,-1,0,0,0,-1
20230605230611,85,4,47,7,0,3,-1,60,0,0,0
20230605230612,85,4,43,5,0,2,-1,60,0,0,0
20230605230612,80,3,43,-1,0,3,-1,60,0,0,-1
20230605230644,76,2,40,-1,0,3,-1,0,0,0,-1
20230605230688,85,4,41,2,0,4,-1,0,0,0,0
20230605230688,80,4,42,2,0,5,-1,60,0,0,0
20230605230696,76,3,33,-1,0,5,-1,0,0,0,-1
20230605230696,76,3,34,-1,0,6,-1,0,0,0,-1
20230605230717,60,4,33,2,0,7,-1,0,42,0,42
20230605230717,65,3,34,-1,0,8,-1,0,42,0,-1
20230605230758,85,4,40,3,0,4,-1,60,0,0,0
20230605230793,80,4,33,20,0,3,-1,60,0,0,0
20230605230793,85,4,43,10,0,4,-1,60,0,0,0
20230605230856,76,4,35,10,0,4,-1,0,0,0,0
20230605230875,76,4,34,3,0,5,-1,0,0,0,0
20230605230894,85,4,40,5,0,3,-1,60,0,0,0
20230605230909,85,1,35,-1,0,2,-1,60,0,0,-1
20230605230931,80,3,44,-1,0,2,-1,60,0,0,-1
20230605230934,85,4,20,2,1,2,2,0,0,0,42
20230605230938,85,4,26,6,1,3,3,0,0,0,0
20230605230941,85,4,33,6,0,3,-1,60,0,0,0
20230605230941,68,4,38,18,0,4,-1,0,0,0,0
20230605230977,80,4,39,5,0,3,-1,0,0,0,0
20230605230977,80,4,40,5,0,4,-1,0,0,0,0
20230605231036,85,4,33,5,0,3,-1,0,0,0,0
20230605231036,85,4,34,5,0,4,-1,60,0,0,0
20230605231050,80,1,49,-1,0,4,-1,0,0,0,-1
20230605231108,80,4,34,7,0,3,-1,60,0,0,0
20230605231114,85,4,33,2,0,3,-1,60,0,0,0
20230605231114,80,4,20,3,1,2,2,0,0,0,0
20230605231132,80,4,33,12,0,3,-1,60,0,0,0
20230605231160,76,1,34,-1,0,4,-1,0,0,0,-1
20230605231204,85,4,33,2,0,4,-1,60,0,0,0
20230605231222,53,4,22,3,1,2,2,0,0,0,0
20230605231316,77,4,33,7,0,3,-1,0,0,0,0
20230605231394,64,4,33,10,0,4,-1,0,0,0,0
20230605231395,85,1,34,-1,0,3,-1,60,0,0,-1
20230605231460,78,1,39,-1,0,6,-1,0,0,0,-1
20230605231539,85,4,33,4,0,2,-1,60,0,0,0
20230605231544,69,2,33,-1,0,5,-1,0,0,0,-1
20230605231580,74,1,43,-1,0,3,-1,0,0,0,-1
20230605231586,67,1,43,-1,0,3,-1,0,0,0,-1
20230605231600,85,4,34,3,0,4,-1,60,0,0,0
20230605231681,67,4,49,5,0,3,-1,0,0,0,0
20230605231702,65,4,33,3,0,4,-1,0,0,0,0
20230605231702,66,4,34,3,0,5,-1,0,0,0,0
20230605231705,85,4,33,10,0,3,-1,60,0,0,0
20230605231715,69,4,24,3,1,2,2,0,0,0,0
20230605231722,80,1,47,-1,0,3,-1,60,0,0,-1
20230605231739,85,4,34,20,0,3,-1,60,0,0,0
20230605231760,85,4,33,10,0,3,-1,0,0,0,0
20230605231774,63,4,33,9,0,4,-1,0,0,0,0
20230605231774,54,3,34,-1,0,5,-1,0,0,0,-1
20230605231798,85,4,20,5,1,2,2,60,0,0,0
20230605231804,85,4,39,10,0,3,-1,60,0,0,0
20230605231904,80,4,56,5,0,2,-1,60,0,0,0
20230605231905,79,1,41,-1,0,3,-1,0,0,0,-1
20230605231930,78,4,33,2,0,3,-1,0,0,0,0
20230605232023,85,4,39,2,0,3,-1,60,0,0,0
20230605232032,85,1,34,-1,0,5,-1,60,0,0,-1
20230605232053,85,4,34,20,0,3,-1,60,0,0,0
20230605232053,79,4,38,10,0,4,-1,0,0,0,0
20230605232065,73,4,25,3,1,3,3,0,0,0,0
20230605232100,85,1,33,-1,0,2,-1,60,0,0,-1
20230605232116,67,1,44,-1,0,2,-1,0,0,0,-1
20230605232116,80,2,44,-1,0,3,-1,60,0,0,-1
20230605232144,78,1,43,-1,0,3,-1,0,0,0,-1
20230605232144,76,1,44,-1,0,4,-1,0,0,0,-1
20230605232147,74,4,44,5,0,3,-1,0,0,0,0
20230605232274,78,4,33,15,0,4,-1,0,0,0,0
20230605232278,80,4,38,3,0,2,-1,0,0,0,0
20230605232278,80,3,43,-1,0,3,-1,60,0,0,-1
20230605232280,72,4,20,20,1,2,2,0,0,0,0
20230605232293,85,4,20,5,1,2,2,0,0,0,0
20230605232333,80,4,33,7,0,4,-1,60,0,0,0
20230605232333,80,4,34,7,0,5,-1,0,0,0,0
20230606230039,71,2,49,-1,0,7,-1,0,0,0,-1
20230606230850,80,3,39,-1,0,3,-1,0,0,0,-1
20230606231044,85,1,48,-1,0,6,-1,60,0,0,-1
20230606231151,66,1,33,-1,0,5,-1,0,0,0,-1
20230606231183,79,3,33,-1,0,4,-1,0,0,0,-1
20230606231272,66,4,24,6,1,2,2,0,0,0,0
20230606231488,63,3,24,-1,1,2,2,0,0,0,-1
20230606231600,77,3,33,-1,0,3,-1,0,0,0,-1
20230606231699,79,4,20,2,1,2,2,0,0,0,0
20230606231769,80,4,38,2,0,2,-1,0,0,0,42
20230606231769,78,4,38,1,0,3,-1,0,0,0,42
20230606231871,67,4,40,1,0,7,-1,0,0,0,0
20230606231871,67,4,39,1,0,8,-1,0,0,0,0
20230606231913,68,4,41,3,0,8,-1,0,0,0,0
20230606232148,61,2,34,-1,0,2,-1,0,0,0,-1
20230704230703,85,4,33,15,0,3,-1,60,0,0,0
20230704230789,85,4,47,2,0,4,-1,60,0,0,0
20230704230904,80,4,33,5,0,4,-1,0,0,0,0
20230704231972,77,2,33,-1,0,4,-1,0,0,0,-1
20230704231972,85,4,39,6,0,5,-1,0,0,0,0
20230704231972,85,4,40,3,0,6,-1,0,0,0,0
20230704231972,33,4,22,12,1,3,3,0,0,0,0
20230705230576,75,2,34,-1,0,5,-1,0,0,0,-1
20230705230687,65,4,38,3,0,3,-1,0,0,0,0
20230705230695,58,4,36,2,0,2,-1,0,0,0,0
20230705230769,85,4,47,2,0,6,-1,60,0,0,0
20230705230769,85,4,48,2,0,7,-1,60,0,0,0
20230705230772,72,4,39,8,0,7,-1,0,0,0,0
20230705230772,80,4,34,8,0,8,-1,0,0,0,0
20230705230772,68,4,39,3,0,9,-1,0,0,0,0
20230705230772,71,4,40,3,0,10,-1,0,0,0,0
20230705230832,85,4,33,10,0,3,-1,60,0,0,0
20230705230905,85,2,35,-1,0,4,-1,60,0,0,-1
20230705230916,66,4,39,3,0,5,-1,0,0,0,0
20230705230916,62,4,41,2,0,6,-1,0,0,0,0
20230705230999,65,4,56,5,0,3,-1,0,0,0,0
20230705231248,55,3,33,-1,0,3,-1,0,0,0,-1
20230705231258,80,4,33,2,0,5,-1,0,0,0,43
20230705231258,80,4,34,2,0,6,-1,0,0,0,43
20230705231437,71,4,33,10,0,4,-1,0,0,0,0
20230705231437,73,4,34,10,0,5,-1,0,0,0,0
20230705231475,76,4,20,2,1,2,2,0,0,0,0
20230705231641,85,4,40,2,0,3,-1,60,0,0,0
20230705231669,63,3,33,-1,0,5,-1,0,0,0,-1
20230705231730,80,1,33,-1,0,2,-1,60,0,0,-1
20230705231778,69,4,34,10,0,5,-1,0,0,0,0
20230705231864,80,4,34,6,0,3,-1,60,0,0,0
20230705231908,60,4,56,7,0,4,-1,0,0,0,0
20230705231908,60,4,56,2,0,5,-1,0,0,0,0
20230705231908,60,4,56,2,0,6,-1,0,0,0,0
20230705231908,60,4,56,2,0,7,-1,0,0,0,0
20230705231908,60,4,56,2,0,8,-1,0,0,0,0
20230705231973,80,4,34,5,0,2,-1,0,0,0,0
20230705232028,80,2,34,-1,0,5,-1,60,0,0,-1
20230705232167,80,4,20,3,1,2,2,0,0,0,0
20230705232185,85,3,33,-1,0,4,-1,60,0,0,-1
20230705232275,72,4,34,3,0,4,-1,0,0,0,0
20230705232275,71,2,49,-1,0,5,-1,0,0,0,-1
20230705232275,85,2,49,-1,0,6,-1,61,0,0,-1
20230705232275,64,2,49,-1,0,7,-1,42,0,0,-1
20230705232283,75,4,29,5,1,2,2,0,0,0,0
20230705232351,73,3,44,-1,0,4,-1,0,0,0,-1
20230705232351,85,1,44,-1,0,5,-1,60,0,0,-1
20230705232351,80,4,43,2,0,6,-1,60,0,0,0
20230705232351,75,4,44,5,0,7,-1,0,0,0,0
20230706230022,59,4,33,8,0,5,-1,0,0,0,0
20230706230022,65,4,34,8,0,6,-1,0,0,0,0
20230706230023,85,4,24,5,1,2,2,0,0,0,0
20230706230029,64,4,20,6,1,2,2,0,0,0,0
20230706230044,85,4,33,10,0,4,-1,0,0,0,0
20230706230104,85,3,48,-1,0,3,-1,60,0,0,-1
20230706230119,59,4,47,3,0,5,-1,0,0,0,0
20230706230119,64,4,48,3,0,6,-1,0,0,0,0
20230706230287,85,4,48,1,0,6,-1,61,0,0,0
20230706230520,63,1,30,-1,1,2,2,0,0,0,-1
20230706230548,70,1,33,-1,0,6,-1,0,0,0,-1
20230706230550,74,4,24,3,1,2,2,0,0,0,0
20230706230567,80,4,34,2,0,3,-1,0,0,0,0
20230706230623,80,4,33,4,0,3,-1,60,0,0,0
20230706230632,80,2,26,-1,1,3,3,0,0,0,-1
20230706230637,76,3,38,-1,0,3,-1,0,0,0,-1
20230706230637,80,3,49,-1,0,4,-1,60,0,0,-1
20230706230645,64,4,25,2,1,2,2,0,0,0,0
20230706230665,85,4,33,10,0,3,-1,0,0,0,0
20230706230686,85,4,33,6,0,4,-1,60,0,0,0
20230706230709,80,4,33,2,0,2,-1,60,0,0,0
20230706230730,80,4,33,2,0,3,-1,60,0,0,0
20230706230743,80,4,43,6,0,3,-1,60,0,0,0
20230706230756,77,1,43,-1,0,2,-1,0,0,0,-1
20230706230756,72,1,43,-1,0,3,-1,0,0,0,-1
20230706230756,60,1,43,-1,0,4,-1,0,0,0,-1
20230706230756,57,1,49,-1,0,5,-1,0,0,0,-1
20230706230756,65,1,38,-1,0,6,-1,0,0,0,-1
20230706230773,60,1,20,-1,1,2,2,0,0,0,-1
20230706230794,64,4,37,1,0,2,-1,0,0,0,0
20230706230802,85,2,43,-1,0,2,-1,60,0,0,-1
20230706230875,80,4,43,3,0,2,-1,0,0,0,0
20230706230875,80,4,43,3,0,3,-1,0,0,0,0
20230706230879,85,4,40,3,0,3,-1,60,0,0,0
20230706230881,75,4,20,2,1,2,2,0,0,0,0
20230706230884,85,4,33,6,0,3,-1,0,0,0,0
20230706230884,85,4,34,5,0,4,-1,60,0,0,0
20230706230889,75,4,44,2,0,3,-1,42,0,0,0
20230706230889,76,4,44,2,0,4,-1,0,0,0,0
20230706230897,85,4,33,4,0,3,-1,60,0,0,0
20230706230902,85,3,48,-1,0,5,-1,0,0,0,-1
20230706230933,85,4,33,8,0,3,-1,60,0,0,0
20230706230933,85,4,34,8,0,4,-1,60,0,0,0
20230706230996,75,4,43,3,0,2,-1,0,0,0,0
20230706230996,70,3,43,-1,0,3,-1,0,0,0,-1
20230706231025,80,1,33,-1,0,3,-1,60,0,0,-1
20230706231025,85,1,34,-1,0,4,-1,0,0,0,-1
20230706231033,71,4,38,10,0,3,-1,0,0,0,0
20230706231039,80,4,33,3,0,2,-1,0,0,0,0
20230706231039,80,4,34,3,0,3,-1,60,0,0,0
20230706231132,80,4,24,15,1,2,2,0,0,0,0
20230706231150,77,3,20,-1,1,2,2,0,0,0,-1
20230706231165,74,4,39,4,0,3,-1,0,0,0,0
20230706231165,66,3,41,-1,0,4,-1,0,0,0,-1
20230706231168,80,2,43,-1,0,3,-1,60,0,0,-1
20230706231206,71,1,39,-1,0,5,-1,0,0,0,-1
20230706231226,85,4,33,20,0,2,-1,60,0,0,0
20230706231232,72,1,20,-1,1,2,2,0,0,0,-1
20230706231253,74,4,38,4,0,3,-1,0,0,0,0
20230706231268,80,4,33,4,0,7,-1,60,0,0,0
20230706231294,85,4,20,10,1,2,2,0,0,0,0
20230706231307,72,4,41,10,0,8,-1,0,0,0,0
20230706231332,85,4,34,5,0,2,-1,60,0,0,0
20230706231335,85,4,20,4,1,2,2,60,0,0,0
20230706231462,80,4,33,6,0,4,-1,60,0,0,0
20230706231466,80,1,40,-1,0,5,-1,60,0,0,-1
20230706231490,61,4,33,4,0,2,-1,0,0,0,0
20230706231490,77,4,34,4,0,3,-1,0,0,0,0
20230706231528,66,1,34,-1,0,2,-1,0,0,0,-1
20230706231537,56,4,28,2,1,2,2,0,0,0,0
20230706231565,85,4,24,2,1,2,2,60,0,0,0
20230706231566,75,1,44,-1,0,4,-1,0,0,0,-1
20230706231569,80,1,20,-1,1,2,2,0,0,0,-1
20230706231608,78,4,33,6,0,4,-1,0,0,0,0
20230706231628,85,4,47,2,0,3,-1,60,0,0,0
20230706231633,75,1,34,-1,0,3,-1,0,0,0,-1
20230706231691,85,2,33,-1,0,5,-1,60,0,0,-1
20230706231691,85,2,34,-1,0,6,-1,60,0,0,-1
20230706231702,76,2,43,-1,0,2,-1,0,0,0,-1
20230706231702,51,4,43,3,0,3,-1,0,0,0,0
20230706231709,85,4,41,20,0,3,-1,60,0,0,0
20230706231709,64,4,49,7,0,4,-1,0,0,0,0
20230706231723,79,1,44,-1,0,2,-1,0,0,0,-1
20230706231723,76,1,44,-1,0,3,-1,0,0,0,-1
20230706231756,80,1,43,-1,0,3,-1,60,0,0,-1
20230706231756,85,4,34,7,0,4,-1,60,0,0,0
20230706231767,80,4,34,7,0,2,-1,60,0,0,0
20230706231800,80,3,33,-1,0,2,-1,60,0,0,-1
20230706231800,85,1,40,-1,0,3,-1,0,0,0,-1
20230706231817,80,3,20,-1,1,2,2,0,0,0,-1
20230706231838,65,2,33,-1,0,5,-1,0,0,0,-1
20230706231855,56,4,43,3,0,3,-1,0,0,0,0
20230706231855,80,1,44,-1,0,4,-1,0,0,0,-1
20230706231874,85,2,39,-1,0,4,-1,60,0,0,-1
20230706231878,80,1,39,-1,0,3,-1,60,0,0,-1
20230706231905,85,4,33,10,0,3,-1,60,0,0,0
20230706231909,65,4,43,3,0,3,-1,0,0,0,0
20230706231930,71,4,20,1,1,2,2,0,0,0,0
20230706231949,85,4,47,5,0,4,-1,0,0,0,0
20230706231979,53,1,34,-1,0,4,-1,0,0,0,-1
20230706231999,80,4,42,5,0,2,-1,60,0,0,0
20230706231999,85,4,43,3,0,3,-1,60,0,0,0
20230706231999,65,4,42,10,0,4,-1,0,0,0,0
20230706232038,80,4,33,6,0,2,-1,60,0,0,0
20230706232038,85,4,34,5,0,3,-1,60,0,0,0
20230706232049,85,4,33,2,0,2,-1,60,0,0,0
20230706232089,85,4,34,4,0,3,-1,60,0,0,0
20230706232128,80,4,20,1,1,2,2,0,0,0,0
20230706232163,67,1,33,-1,0,4,-1,0,0,0,-1
20230706232183,61,4,20,2,1,2,2,0,0,0,0
20230706232234,76,3,20,-1,1,2,2,0,0,0,-1
20230706232267,85,1,56,-1,0,4,-1,60,0,0,-1
20230706232275,85,4,56,2,0,3,-1,60,0,0,0
20230706232275,85,4,56,2,0,4,-1,60,0,0,0
20230706232275,85,4,56,2,0,5,-1,60,0,0,0
20230706232275,85,4,56,2,0,6,-1,60,0,0,0
20230706232275,85,4,56,2,0,7,-1,60,0,0,0
20230706232327,85,1,33,-1,0,3,-1,60,0,0,-1
20230706232327,67,1,37,-1,0,4,-1,0,0,0,-1
20230707230220,85,4,24,4,1,2,2,60,0,0,0
20230707230693,85,4,47,9,0,2,-1,0,0,0,0
20230707230693,85,4,48,9,0,3,-1,0,0,0,0
20230707230772,80,4,33,4,0,4,-1,0,0,0,0
20230707230772,80,4,34,4,0,5,-1,60,0,0,0
20230707230772,78,4,39,4,0,6,-1,0,0,0,0
20230707230772,80,4,40,4,0,7,-1,60,0,0,0
20230707230949,76,4,38,2,0,3,-1,0,0,0,0
20230707230963,75,4,39,17,0,5,-1,0,0,0,0
20230707231140,80,4,44,1,0,2,-1,60,0,0,0
20230707231287,80,2,39,-1,0,4,-1,0,0,0,-1
20230707231308,80,1,43,-1,0,4,-1,0,0,0,-1
20230707231308,85,1,43,-1,0,5,-1,61,0,0,-1
20230707231331,80,4,43,15,0,2,-1,60,0,0,0
20230707231542,76,1,35,-1,0,2,-1,0,0,0,-1
20230707231680,85,2,20,-1,1,2,2,60,0,0,-1
20230707231793,85,3,34,-1,0,2,-1,60,0,0,-1
20230707231908,70,1,24,-1,1,2,2,0,0,0,-1
20230707231994,85,4,34,5,0,3,-1,60,0,0,0
20230707232015,80,4,47,2,0,5,-1,60,0,0,0
20230707232168,80,4,33,2,0,3,-1,60,0,0,0
20230707232168,80,4,34,2,0,4,-1,60,0,0,0
20230707232176,69,1,49,-1,0,8,-1,0,0,0,-1
20230707232196,85,4,34,4,0,3,-1,60,0,0,0
20230707232346,71,4,39,10,0,5,-1,0,0,0,0
20230805232043,85,4,24,8,1,4,4,0,0,0,0
20230806230102,53,4,24,4,1,2,2,0,0,0,0
20230806230115,67,2,47,-1,0,7,-1,0,0,0,-1
20230806230115,72,2,48,-1,0,8,-1,0,0,0,-1
20230806230304,58,2,24,-1,1,3,3,0,0,0,-1
20230806230527,85,4,44,2,0,3,-1,60,0,0,0
20230806230649,80,2,34,-1,0,4,-1,60,0,0,-1
20230806230924,85,4,20,10,1,2,2,0,0,0,0
20230806230998,85,3,47,-1,0,3,-1,60,0,0,-1
20230806230998,85,3,48,-1,0,4,-1,60,0,0,-1
20230806231112,79,1,39,-1,0,4,-1,0,0,0,-1
20230806231112,76,1,39,-1,0,5,-1,0,0,0,-1
20230806231385,73,4,43,3,0,2,-1,0,0,0,0
20230806231385,85,1,43,-1,0,3,-1,60,0,0,-1
20230806231451,85,3,33,-1,0,4,-1,60,0,0,-1
20230806231451,85,4,41,6,0,5,-1,60,0,0,0
20230806231602,85,4,33,10,0,2,-1,60,0,0,0
20230806231815,70,3,39,-1,0,5,-1,0,0,0,-1
20230806231815,72,1,33,-1,0,6,-1,0,0,0,-1
20230806231899,74,4,43,12,0,3,-1,0,0,0,0
20230806231899,76,4,44,12,0,4,-1,0,0,0,0
20230806231899,68,4,44,12,0,5,-1,0,0,0,0
20230806232111,85,3,39,-1,0,3,-1,60,0,0,-1
20230806232279,80,1,43,-1,0,3,-1,0,0,0,-1
20230806232318,85,3,39,-1,0,3,-1,60,0,0,-1
20230807230071,85,4,33,2,0,4,-1,60,0,0,0
20230807230189,80,4,33,12,0,5,-1,60,0,0,0
20230807230299,77,4,47,5,0,5,-1,0,0,0,0
20230807230526,85,3,44,-1,0,3,-1,60,0,0,-1
20230807230573,85,4,33,3,0,3,-1,60,0,0,0
20230807230579,75,4,24,4,1,4,4,0,0,0,0
20230807230594,85,4,33,5,0,3,-1,60,0,0,0
20230807230596,71,4,20,2,1,2,2,0,0,0,0
20230807230626,62,1,43,-1,0,2,-1,0,0,0,-1
20230807230691,79,3,43,-1,0,3,-1,0,0,0,-1
20230807230691,80,3,43,-1,0,4,-1,0,0,0,-1
20230807230733,85,4,33,5,0,3,-1,60,0,0,0
20230807230788,80,4,39,2,0,3,-1,60,0,0,0
20230807230807,85,4,33,2,0,4,-1,60,0,0,0
20230807230817,75,3,44,-1,0,3,-1,0,0,0,-1
20230807230820,64,4,39,5,0,4,-1,0,0,0,0
20230807230820,85,4,43,5,0,5,-1,60,0,0,0
20230807230825,80,2,47,-1,0,4,-1,0,0,0,-1
20230807230826,80,4,20,6,1,2,2,60,0,0,0
20230807230915,85,2,33,-1,0,5,-1,60,0,0,-1
20230807230929,85,4,43,3,0,2,-1,60,0,0,0
20230807230929,85,1,43,-1,0,3,-1,60,0,0,-1
20230807230971,71,3,38,-1,0,3,-1,0,0,0,-1
20230807231159,66,4,33,4,0,4,-1,0,0,0,0
20230807231163,73,4,33,15,0,3,-1,0,0,0,0
20230807231174,79,4,44,7,0,3,-1,0,0,0,0
20230807231193,85,4,33,6,0,3,-1,60,0,0,0
20230807231204,80,4,33,2,0,3,-1,60,0,0,0
20230807231204,85,4,34,2,0,4,-1,0,0,0,0
20230807231215,53,1,56,-1,0,3,-1,0,0,0,-1
20230807231255,69,4,33,15,0,4,-1,0,0,0,0
20230807231278,65,3,33,-1,0,5,-1,0,0,0,-1
20230807231278,76,4,39,5,0,6,-1,0,0,0,0
20230807231298,85,1,48,-1,0,5,-1,60,0,0,-1
20230807231341,85,4,39,10,0,4,-1,60,0,0,0
20230807231367,36,1,49,-1,0,4,-1,0,0,0,-1
20230807231395,85,4,33,8,0,3,-1,60,0,0,0
20230807231396,85,4,33,3,0,2,-1,60,0,0,42
20230807231425,80,4,43,5,0,3,-1,60,0,0,0
20230807231432,85,1,43,-1,0,3,-1,60,0,0,-1
20230807231445,85,4,33,10,0,2,-1,60,0,0,0
20230807231449,85,2,33,-1,0,3,-1,60,0,0,-1
20230807231452,85,4,20,4,1,2,2,0,0,0,0
20230807231458,76,4,33,2,0,2,-1,0,0,0,0
20230807231458,76,3,34,-1,0,3,-1,0,0,0,-1
20230807231498,80,4,33,5,0,4,-1,60,0,0,0
20230807231502,85,4,33,7,0,2,-1,60,0,0,0
20230807231562,85,4,40,15,0,3,-1,60,0,0,0
20230807231606,85,2,24,-1,1,3,3,0,0,0,-1
20230807231650,69,1,33,-1,0,4,-1,0,0,0,-1
20230807231661,80,4,33,2,0,2,-1,60,0,0,0
20230807231678,80,3,40,-1,0,3,-1,60,0,0,-1
20230807231794,70,4,44,2,0,2,-1,0,0,0,0
20230807231794,75,1,44,-1,0,3,-1,0,0,0,-1
20230807231794,75,1,44,-1,0,4,-1,0,0,0,-1
20230807231794,80,1,44,-1,0,5,-1,0,0,0,-1
20230807231794,80,1,44,-1,0,6,-1,0,0,0,-1
20230807231820,85,4,24,6,1,2,2,60,0,0,0
20230807231850,79,4,33,2,0,4,-1,0,0,0,0
20230807231854,80,4,33,3,0,3,-1,60,0,0,0
20230807231860,80,4,20,5,1,2,2,0,0,0,0
20230807231880,85,4,33,2,0,2,-1,60,0,0,0
20230807231882,80,2,49,-1,0,3,-1,60,0,0,-1
20230807231882,80,2,49,-1,0,4,-1,60,0,0,-1
20230807231927,69,4,37,3,0,3,-1,0,0,0,0
20230807231940,80,4,33,10,0,4,-1,60,0,0,0
20230807232009,85,2,47,-1,0,2,-1,60,0,0,-1
20230807232039,70,4,43,2,0,4,-1,0,0,0,0
20230807232084,74,3,20,-1,1,2,2,0,0,0,-1
20230807232089,80,4,33,5,0,3,-1,60,0,0,0
20230807232098,85,1,47,-1,0,3,-1,60,0,0,-1
20230807232149,68,4,39,5,0,4,-1,0,0,0,0
20230807232194,70,1,33,-1,0,5,-1,0,42,0,-1
20230807232194,78,4,34,3,0,6,-1,0,42,0,42
20230807232201,80,4,41,12,0,2,-1,60,0,0,0
20230807232258,85,4,40,2,0,3,-1,60,0,0,0
20230807232317,85,4,44,10,0,2,-1,60,0,0,0
20230807232373,80,1,33,-1,0,4,-1,60,0,0,-1
20230807232373,80,1,34,-1,0,5,-1,60,0,0,-1
20230807232380,75,2,56,-1,0,2,-1,0,0,0,-1
20230808230800,85,4,34,3,0,2,-1,60,0,0,0
20230808230992,70,4,43,2,0,2,-1,0,0,0,0
